,Series Name,MP,MP_plus,TFR,Number of births,Number of women of childbearing age,EF,EM,Disposable income,"LFP, female (%)",DI_low,DI_high,recession,boom,unemployment rate,un_ave,move_in,move_out
NTO,1999-09,0,0,1.7,490,142248,8.56,9.59,858800,46,0,1,1,0,3.8,-0.4,759,1169
NTO,1999-10,0,0,1.7,635,142124,8.56,9.59,858800,46,0,1,0,1,3.8,-0.4,1068,1360
NTO,1999-11,0,0,1.7,677,142117,8.56,9.59,858800,46,0,1,0,1,3.8,-0.4,1218,1618
NTO,1999-12,0,0,1.7,581,142059,8.56,9.59,858800,46,0,1,0,1,3.8,-0.4,1182,1660
NTO,2000-01,0,0,1.81,654,142014,8.79,9.77,729438,45.5,1,0,0,1,3.7,-0.5,1100,1555
NTO,2000-02,0,0,1.81,581,141905,8.79,9.77,729438,45.5,1,0,0,1,3.7,-0.5,1244,1907
NTO,2000-03,0,0,1.81,629,141741,8.79,9.77,729438,45.5,1,0,0,1,3.7,-0.5,1056,1914
NTO,2000-04,0,0,1.81,604,141677,8.79,9.77,729438,45.5,1,0,0,1,3.7,-0.5,1050,1584
NTO,2000-05,0,0,1.81,607,141595,8.79,9.77,729438,45.5,1,0,0,1,3.7,-0.5,1139,1760
NTO,2000-06,0,0,1.81,531,141473,8.79,9.77,729438,45.5,1,0,0,1,3.7,-0.5,1182,1872
NTO,2000-07,0,0,1.81,575,141415,8.79,9.77,729438,45.5,1,0,0,1,3.9,-0.3,1085,1577
NTO,2000-08,0,0,1.81,639,141358,8.79,9.77,729438,45.5,1,0,0,1,3.9,-0.3,1475,2007
NTO,2000-09,0,0,1.81,641,141580,8.79,9.77,729438,45.5,1,0,0,1,3.9,-0.3,1076,1397
NTO,2000-10,0,0,1.81,763,141571,8.79,9.77,729438,45.5,1,0,0,1,3.9,-0.3,936,1373
NTO,2000-11,0,0,1.81,702,141536,8.79,9.77,729438,45.5,1,0,1,0,3.9,-0.3,960,1207
NTO,2000-12,0,0,1.81,672,141406,8.79,9.77,729438,45.5,1,0,1,0,3.9,-0.3,971,1263
NTO,2001-01,0,0,1.61,628,141311,9.04,9.98,694028,43.1,1,0,1,0,4.5,0.3,1021,1157
NTO,2001-02,0,0,1.61,547,141108,9.04,9.98,694028,43.1,1,0,1,0,4.5,0.3,1240,1674
NTO,2001-03,0,0,1.61,563,140933,9.04,9.98,694028,43.1,1,0,1,0,4.5,0.3,1119,1436
NTO,2001-04,0,0,1.61,569,140839,9.04,9.98,694028,43.1,1,0,1,0,4.5,0.3,960,1258
NTO,2001-05,0,0,1.61,513,140732,9.04,9.98,694028,43.1,1,0,1,0,4.5,0.3,1174,1408
NTO,2001-06,0,0,1.61,513,140581,9.04,9.98,694028,43.1,1,0,1,0,4.5,0.3,1118,1471
NTO,2001-07,0,0,1.61,471,140619,9.04,9.98,694028,43.1,1,0,1,0,5.3,1.1,1210,1124
NTO,2001-08,0,0,1.61,606,140594,9.04,9.98,694028,43.1,1,0,1,0,5.3,1.1,1606,1814
NTO,2001-09,0,0,1.61,514,140624,9.04,9.98,694028,43.1,1,0,1,0,5.3,1.1,848,1031
NTO,2001-10,0,0,1.61,653,140629,9.04,9.98,694028,43.1,1,0,1,0,5.3,1.1,886,973
NTO,2001-11,0,0,1.61,599,140558,9.04,9.98,694028,43.1,1,0,1,0,5.3,1.1,863,856
NTO,2001-12,0,0,1.61,574,140455,9.04,9.98,694028,43.1,1,0,1,0,5.3,1.1,1326,1485
NTO,2002-01,0,0,1.52,541,140451,9.27,10.18,683359,42.1,1,0,1,0,5.1,0.9,1326,1286
NTO,2002-02,0,0,1.52,433,140364,9.27,10.18,683359,42.1,1,0,1,0,5.1,0.9,1436,1414
NTO,2002-03,0,0,1.52,526,140280,9.27,10.18,683359,42.1,1,0,1,0,5.1,0.9,1183,1382
NTO,2002-04,0,0,1.52,507,140177,9.27,10.18,683359,42.1,1,0,0,1,5.1,0.9,1059,1338
NTO,2002-05,0,0,1.52,478,140075,9.27,10.18,683359,42.1,1,0,0,1,5.1,0.9,1031,1360
NTO,2002-06,0,0,1.52,466,139908,9.27,10.18,683359,42.1,1,0,0,1,5.1,0.9,1223,1796
NTO,2002-07,0,0,1.52,507,139846,9.27,10.18,683359,42.1,1,0,0,1,5.5,1.3,1277,1682
NTO,2002-08,0,0,1.52,500,139707,9.27,10.18,683359,42.1,1,0,0,1,5.5,1.3,1224,1678
NTO,2002-09,0,0,1.52,556,139643,9.27,10.18,683359,42.1,1,0,0,1,5.5,1.3,998,1214
NTO,2002-10,0,0,1.52,624,139591,9.27,10.18,683359,42.1,1,0,0,1,5.5,1.3,925,1057
NTO,2002-11,0,0,1.52,545,139504,9.27,10.18,683359,42.1,1,0,0,1,5.5,1.3,872,1001
NTO,2002-12,0,0,1.52,616,139463,9.27,10.18,683359,42.1,1,0,0,1,5.5,1.3,1085,1097
NTO,2003-01,0,0,1.36,494,139368,9.81,10.68,681544,44,1,0,1,0,5.4,1.2,1078,1080
NTO,2003-02,0,0,1.36,436,139310,9.81,10.68,681544,44,1,0,1,0,5.4,1.2,1045,1191
NTO,2003-03,0,0,1.36,487,139196,9.81,10.68,681544,44,1,0,1,0,5.4,1.2,928,1190
NTO,2003-04,0,0,1.36,433,139153,9.81,10.68,681544,44,1,0,1,0,5.4,1.2,971,1214
NTO,2003-05,0,0,1.36,408,139130,9.81,10.68,681544,44,1,0,1,0,5.4,1.2,1060,1206
NTO,2003-06,0,0,1.36,452,139108,9.81,10.68,681544,44,1,0,1,0,5.4,1.2,1075,1415
NTO,2003-07,0,0,1.36,503,139143,9.81,10.68,681544,44,1,0,0,1,5.2,1,1139,1293
NTO,2003-08,0,0,1.36,400,139109,9.81,10.68,681544,44,1,0,0,1,5.2,1,1197,1346
NTO,2003-09,0,0,1.36,490,139045,9.81,10.68,681544,44,1,0,0,1,5.2,1,1007,1377
NTO,2003-10,0,0,1.36,519,139051,9.81,10.68,681544,44,1,0,0,1,5.2,1,901,1020
NTO,2003-11,0,0,1.36,482,139034,9.81,10.68,681544,44,1,0,0,1,5.2,1,792,949
NTO,2003-12,0,0,1.36,512,138966,9.81,10.68,681544,44,1,0,0,1,5.2,1,986,1147
NTO,2004-01,0,0,1.31,389,138840,9.93,10.78,738359,47.1,1,0,0,1,4.8,0.6,827,1049
NTO,2004-02,0,0,1.31,453,138639,9.93,10.78,738359,47.1,1,0,0,1,4.8,0.6,1044,1311
NTO,2004-03,0,0,1.31,504,138528,9.93,10.78,738359,47.1,1,0,0,1,4.8,0.6,919,1078
NTO,2004-04,0,0,1.31,425,138365,9.93,10.78,738359,47.1,1,0,0,1,4.8,0.6,1051,1289
NTO,2004-05,0,0,1.31,403,138232,9.93,10.78,738359,47.1,1,0,0,1,4.8,0.6,949,1291
NTO,2004-06,0,0,1.31,423,138061,9.93,10.78,738359,47.1,1,0,0,1,4.8,0.6,975,1561
NTO,2004-07,0,0,1.31,420,137980,9.93,10.78,738359,47.1,1,0,0,1,4.6,0.4,960,1188
NTO,2004-08,0,0,1.31,452,137945,9.93,10.78,738359,47.1,1,0,0,1,4.6,0.4,1201,1425
NTO,2004-09,0,0,1.31,501,137995,9.93,10.78,738359,47.1,1,0,0,1,4.6,0.4,919,1080
NTO,2004-10,0,0,1.31,453,137932,9.93,10.78,738359,47.1,1,0,0,1,4.6,0.4,680,848
NTO,2004-11,0,0,1.31,493,137821,9.93,10.78,738359,47.1,1,0,0,1,4.6,0.4,726,974
NTO,2004-12,0,0,1.31,440,137733,9.93,10.78,738359,47.1,1,0,0,1,4.6,0.4,866,1085
NTO,2005-01,0,0,1.26,459,137644,10.06,10.88,748483,46.1,1,0,0,1,4.4,0.2,909,1122
NTO,2005-02,0,0,1.26,386,137542,10.06,10.88,748483,46.1,1,0,0,1,4.4,0.2,831,922
NTO,2005-03,0,0,1.26,513,137437,10.06,10.88,748483,46.1,1,0,1,0,4.4,0.2,1290,1335
NTO,2005-04,0,0,1.26,354,137294,10.06,10.88,748483,46.1,1,0,1,0,4.4,0.2,1045,1224
NTO,2005-05,0,0,1.26,406,137103,10.06,10.88,748483,46.1,1,0,1,0,4.4,0.2,1158,1593
NTO,2005-06,0,0,1.26,394,137050,10.06,10.88,748483,46.1,1,0,1,0,4.4,0.2,1253,1470
NTO,2005-07,0,0,1.26,368,137063,10.06,10.88,748483,46.1,1,0,1,0,4.4,0.2,1192,1378
NTO,2005-08,0,0,1.26,413,137048,10.06,10.88,748483,46.1,1,0,0,1,4.4,0.2,1482,1639
NTO,2005-09,0,0,1.26,453,137020,10.06,10.88,748483,46.1,1,0,0,1,4.4,0.2,976,1160
NTO,2005-10,0,0,1.26,393,136964,10.06,10.88,748483,46.1,1,0,0,1,4.4,0.2,809,918
NTO,2005-11,0,0,1.26,464,136905,10.06,10.88,748483,46.1,1,0,0,1,4.4,0.2,877,973
NTO,2005-12,0,0,1.26,412,136855,10.06,10.88,748483,46.1,1,0,0,1,4.4,0.2,1230,1396
NTO,2006-01,0,0,1.19,399,136909,10.18,10.98,815573,47.8,1,0,0,1,4.2,0,1306,1206
NTO,2006-02,0,0,1.19,379,136915,10.18,10.98,815573,47.8,1,0,0,1,4.2,0,1420,1402
NTO,2006-03,0,0,1.19,402,136753,10.18,10.98,815573,47.8,1,0,0,1,4.2,0,1056,1331
NTO,2006-04,0,0,1.19,359,136628,10.18,10.98,815573,47.8,1,0,0,1,4.2,0,890,1047
NTO,2006-05,0,0,1.19,363,136480,10.18,10.98,815573,47.8,1,0,0,1,4.2,0,914,1253
NTO,2006-06,0,0,1.19,349,136384,10.18,10.98,815573,47.8,1,0,1,0,4.2,0,1161,1613
NTO,2006-07,0,0,1.19,380,136299,10.18,10.98,815573,47.8,1,0,1,0,4.2,0,1083,1335
NTO,2006-08,0,0,1.19,424,136258,10.18,10.98,815573,47.8,1,0,1,0,4.2,0,1369,1611
NTO,2006-09,0,0,1.19,377,136097,10.18,10.98,815573,47.8,1,0,1,0,4.2,0,864,1166
NTO,2006-10,0,0,1.19,450,136082,10.18,10.98,815573,47.8,1,0,1,0,4.2,0,818,1045
NTO,2006-11,0,0,1.19,477,135979,10.18,10.98,815573,47.8,1,0,1,0,4.2,0,898,1162
NTO,2006-12,0,0,1.19,385,135874,10.18,10.98,815573,47.8,1,0,1,0,4.2,0,1321,1581
NTO,2007-01,0,0,1.15,391,135791,10.31,11.1,722209,50.2,1,0,1,0,4.2,0,993,1140
NTO,2007-02,0,0,1.15,340,135700,10.31,11.1,722209,50.2,1,0,1,0,4.2,0,795,818
NTO,2007-03,0,0,1.15,405,135657,10.31,11.1,722209,50.2,1,0,0,1,4.2,0,1014,1218
NTO,2007-04,0,0,1.15,375,135575,10.31,11.1,722209,50.2,1,0,1,0,4.2,0,831,1024
NTO,2007-05,0,0,1.15,361,135532,10.31,11.1,722209,50.2,1,0,1,0,4.2,0,980,1322
NTO,2007-06,0,0,1.15,339,135493,10.31,11.1,722209,50.2,1,0,0,1,4.2,0,892,1196
NTO,2007-07,0,0,1.15,399,135545,10.31,11.1,722209,50.2,1,0,0,1,4.2,0,1062,1151
NTO,2007-08,0,0,1.15,374,135533,10.31,11.1,722209,50.2,1,0,0,1,4.2,0,1213,1331
NTO,2007-09,0,0,1.15,313,135497,10.31,11.1,722209,50.2,1,0,0,1,4.2,0,684,963
NTO,2007-10,0,0,1.15,434,135480,10.31,11.1,722209,50.2,1,0,0,1,4.2,0,1025,854
NTO,2007-11,0,0,1.15,455,135331,10.31,11.1,722209,50.2,1,0,0,1,4.2,0,736,861
NTO,2007-12,0,0,1.15,402,135273,10.31,11.1,722209,50.2,1,0,0,1,4.2,0,794,861
NTO,2008-01,0,0,1.07,402,135189,10.42,11.2,708936,50.3,1,0,0,1,4.1,-0.1,904,1067
NTO,2008-02,0,0,1.07,360,135168,10.42,11.2,708936,50.3,1,0,0,1,4.1,-0.1,842,941
NTO,2008-03,0,0,1.07,294,135141,10.42,11.2,708936,50.3,1,0,0,1,4.1,-0.1,877,919
NTO,2008-04,0,0,1.07,342,135098,10.42,11.2,708936,50.3,1,0,0,1,4.1,-0.1,1006,1129
NTO,2008-05,0,0,1.07,336,134993,10.42,11.2,708936,50.3,1,0,1,0,4.1,-0.1,1001,1287
NTO,2008-06,0,0,1.07,333,134926,10.42,11.2,708936,50.3,1,0,1,0,4.1,-0.1,1071,1238
NTO,2008-07,0,0,1.07,354,134886,10.42,11.2,708936,50.3,1,0,1,0,4.7,0.5,997,1142
NTO,2008-08,0,0,1.07,290,134842,10.42,11.2,708936,50.3,1,0,1,0,4.7,0.5,1029,1168
NTO,2008-09,0,0,1.07,310,134762,10.42,11.2,708936,50.3,1,0,1,0,4.7,0.5,901,1159
NTO,2008-10,0,0,1.07,425,134823,10.42,11.2,708936,50.3,1,0,1,0,4.7,0.5,959,1048
NTO,2008-11,0,0,1.07,459,134664,10.42,11.2,708936,50.3,1,0,1,0,4.7,0.5,921,1054
NTO,2008-12,0,0,1.07,374,134379,10.42,11.2,708936,50.3,1,0,1,0,4.7,0.5,1007,1258
NTO,2009-01,0,0,0.99,318,134337,10.53,11.3,808713,50.7,1,0,1,0,5.8,1.6,743,689
NTO,2009-02,0,0,0.99,380,134332,10.53,11.3,808713,50.7,1,0,1,0,5.8,1.6,1436,1409
NTO,2009-03,0,0,0.99,385,134273,10.53,11.3,808713,50.7,1,0,1,0,5.8,1.6,1235,1275
NTO,2009-04,0,0,0.99,220,134208,10.53,11.3,808713,50.7,1,0,1,0,5.8,1.6,1006,987
NTO,2009-05,0,0,0.99,237,134162,10.53,11.3,808713,50.7,1,0,1,0,5.8,1.6,803,948
NTO,2009-06,0,0,0.99,332,134209,10.53,11.3,808713,50.7,1,0,1,0,5.8,1.6,1172,1066
NTO,2009-07,0,0,0.99,317,134185,10.53,11.3,808713,50.7,1,0,1,0,6.1,1.9,1058,1121
NTO,2009-08,0,0,0.99,308,134124,10.53,11.3,808713,50.7,1,0,1,0,6.1,1.9,1127,1282
NTO,2009-09,0,0,0.99,314,134100,10.53,11.3,808713,50.7,1,0,1,0,6.1,1.9,836,987
NTO,2009-10,0,0,0.99,358,134123,10.53,11.3,808713,50.7,1,0,0,1,6.1,1.9,813,808
NTO,2009-11,0,0,0.99,374,134136,10.53,11.3,808713,50.7,1,0,0,1,6.1,1.9,789,726
NTO,2009-12,0,0,0.99,371,134059,10.53,11.3,808713,50.7,1,0,0,1,6.1,1.9,1032,1100
NTO,2010-01,0,0,0.87,340,134050,10.65,11.41,782905,51.8,1,0,0,1,5.4,1.2,1105,1019
NTO,2010-02,0,0,0.87,241,133920,10.65,11.41,782905,51.8,1,0,0,1,5.4,1.2,801,854
NTO,2010-03,0,0,0.87,325,133686,10.65,11.41,782905,51.8,1,0,0,1,5.4,1.2,1019,1419
NTO,2010-04,0,0,0.87,296,133488,10.65,11.41,782905,51.8,1,0,0,1,5.4,1.2,854,1213
NTO,2010-05,0,0,0.87,264,133345,10.65,11.41,782905,51.8,1,0,0,1,5.4,1.2,841,1202
NTO,2010-06,0,0,0.87,257,133047,10.65,11.41,782905,51.8,1,0,0,1,5.4,1.2,791,1770
NTO,2010-07,0,0,0.87,238,132987,10.65,11.41,782905,51.8,1,0,0,1,5.2,1,1036,1240
NTO,2010-08,0,0,0.87,311,132869,10.65,11.41,782905,51.8,1,0,0,1,5.2,1,1199,1317
NTO,2010-09,0,0,0.87,259,132720,10.65,11.41,782905,51.8,1,0,0,1,5.2,1,769,1075
NTO,2010-10,0,0,0.87,262,132504,10.65,11.41,782905,51.8,1,0,0,1,5.2,1,646,977
NTO,2010-11,0,0,0.87,310,132392,10.65,11.41,782905,51.8,1,0,0,1,5.2,1,720,873
NTO,2010-12,0,0,0.87,317,132230,10.65,11.41,782905,51.8,1,0,0,1,5.2,1,802,984
NTO,2011-01,0,0,0.92,272,131991,10.75,11.51,729037,49.7,1,0,0,1,4.8,0.6,826,998
NTO,2011-02,0,0,0.92,241,131840,10.75,11.51,729037,49.7,1,0,0,1,4.8,0.6,782,857
NTO,2011-03,0,0,0.92,329,131632,10.75,11.51,729037,49.7,1,0,0,1,4.8,0.6,930,1135
NTO,2011-04,0,0,0.92,279,131507,10.75,11.51,729037,49.7,1,0,0,1,4.8,0.6,810,983
NTO,2011-05,0,0,0.92,290,131334,10.75,11.51,729037,49.7,1,0,0,1,4.8,0.6,883,1205
NTO,2011-06,0,0,0.92,282,131160,10.75,11.51,729037,49.7,1,0,0,1,4.8,0.6,832,1175
NTO,2011-07,0,0,0.92,255,131037,10.75,11.51,729037,49.7,1,0,0,1,4.3,0.1,913,1088
NTO,2011-08,0,0,0.92,295,130906,10.75,11.51,729037,49.7,1,0,1,0,4.3,0.1,1056,1283
NTO,2011-09,0,0,0.92,323,130704,10.75,11.51,729037,49.7,1,0,1,0,4.3,0.1,868,1117
NTO,2011-10,0,0,0.92,265,130515,10.75,11.51,729037,49.7,1,0,1,0,4.3,0.1,743,1002
NTO,2011-11,0,0,0.92,305,130381,10.75,11.51,729037,49.7,1,0,1,0,4.3,0.1,708,874
NTO,2011-12,0,0,0.92,341,130179,10.75,11.51,729037,49.7,1,0,1,0,4.3,0.1,705,831
NTO,2012-01,10000,5000,1.12,281,129974,10.88,11.61,831790,51.1,1,0,1,0,4.4,0.2,681,854
NTO,2012-02,10000,5000,1.12,281,129739,10.88,11.61,831790,51.1,1,0,1,0,4.4,0.2,952,1179
NTO,2012-03,10000,5000,1.12,357,129509,10.88,11.61,831790,51.1,1,0,1,0,4.4,0.2,930,1129
NTO,2012-04,10000,5000,1.12,299,129358,10.88,11.61,831790,51.1,1,0,1,0,4.4,0.2,942,980
NTO,2012-05,10000,5000,1.12,329,129267,10.88,11.61,831790,51.1,1,0,1,0,4.4,0.2,903,1145
NTO,2012-06,10000,5000,1.12,338,129226,10.88,11.61,831790,51.1,1,0,1,0,4.4,0.2,839,1022
NTO,2012-07,10000,5000,1.12,293,129181,10.88,11.61,831790,51.1,1,0,1,0,4.5,0.3,1026,1162
NTO,2012-08,10000,5000,1.12,343,129011,10.88,11.61,831790,51.1,1,0,1,0,4.5,0.3,1051,1334
NTO,2012-09,10000,5000,1.12,325,128854,10.88,11.61,831790,51.1,1,0,1,0,4.5,0.3,715,934
NTO,2012-10,10000,5000,1.12,417,128741,10.88,11.61,831790,51.1,1,0,1,0,4.5,0.3,832,936
NTO,2012-11,10000,5000,1.12,419,128577,10.88,11.61,831790,51.1,1,0,1,0,4.5,0.3,749,835
NTO,2012-12,10000,5000,1.12,374,128358,10.88,11.61,831790,51.1,1,0,1,0,4.5,0.3,765,863
NTO,2013-01,10000,5000,0.91,409,128212,10.98,11.7,748930,51,1,0,1,0,4.2,0,863,956
NTO,2013-02,10000,5000,0.91,292,128039,10.98,11.7,748930,51,1,0,1,0,4.2,0,688,759
NTO,2013-03,10000,5000,0.91,294,127851,10.98,11.7,748930,51,1,0,1,0,4.2,0,932,973
NTO,2013-04,10000,5000,0.91,289,127592,10.98,11.7,748930,51,1,0,1,0,4.2,0,791,984
NTO,2013-05,10000,5000,0.91,285,127339,10.98,11.7,748930,51,1,0,1,0,4.2,0,901,1168
NTO,2013-06,10000,5000,0.91,234,127174,10.98,11.7,748930,51,1,0,0,1,4.2,0,717,923
NTO,2013-07,10000,5000,0.91,286,127044,10.98,11.7,748930,51,1,0,1,0,4.3,0.1,946,1066
NTO,2013-08,10000,5000,0.91,271,126949,10.98,11.7,748930,51,1,0,1,0,4.3,0.1,961,1098
NTO,2013-09,10000,5000,0.91,273,126779,10.98,11.7,748930,51,1,0,1,0,4.3,0.1,784,972
NTO,2013-10,10000,5000,0.91,292,126538,10.98,11.7,748930,51,1,0,1,0,4.3,0.1,780,930
NTO,2013-11,10000,5000,0.91,259,126314,10.98,11.7,748930,51,1,0,1,0,4.3,0.1,683,830
NTO,2013-12,10000,5000,0.91,297,126127,10.98,11.7,748930,51,1,0,0,1,4.3,0.1,802,918
NTO,2014-01,10000,5000,1,256,125981,11.09,11.8,782566,50.5,1,0,1,0,4.1,-0.1,733,730
NTO,2014-02,10000,5000,1,252,125854,11.09,11.8,782566,50.5,1,0,0,1,4.1,-0.1,793,922
NTO,2014-03,10000,5000,1,287,125613,11.09,11.8,782566,50.5,1,0,0,1,4.1,-0.1,949,1126
NTO,2014-04,10000,5000,1,274,125533,11.09,11.8,782566,50.5,1,0,0,1,4.1,-0.1,1045,1027
NTO,2014-05,10000,5000,1,268,125368,11.09,11.8,782566,50.5,1,0,0,1,4.1,-0.1,1108,1177
NTO,2014-06,10000,5000,1,282,125281,11.09,11.8,782566,50.5,1,0,0,1,4.1,-0.1,894,1015
NTO,2014-07,10000,5000,1,291,125131,11.09,11.8,782566,50.5,1,0,0,1,4,-0.2,979,1101
NTO,2014-08,10000,5000,1,283,124949,11.09,11.8,782566,50.5,1,0,0,1,4,-0.2,884,1046
NTO,2014-09,10000,5000,1,309,124763,11.09,11.8,782566,50.5,1,0,0,1,4,-0.2,795,977
NTO,2014-10,10000,5000,1,350,124662,11.09,11.8,782566,50.5,1,0,0,1,4,-0.2,576,693
NTO,2014-11,10000,5000,1,338,124445,11.09,11.8,782566,50.5,1,0,0,1,4,-0.2,464,529
NTO,2014-12,10000,5000,1,369,124121,11.09,11.8,782566,50.5,1,0,1,0,4,-0.2,915,1415
NTO,2015-01,10000,5000,1.01,319,123901,11.18,11.88,738754,50.4,1,0,0,1,3.7,-0.5,715,993
NTO,2015-02,10000,5000,1.01,255,123715,11.18,11.88,738754,50.4,1,0,0,1,3.7,-0.5,646,841
NTO,2015-03,10000,5000,1.01,294,123383,11.18,11.88,738754,50.4,1,0,1,0,3.7,-0.5,866,1276
NTO,2015-04,10000,5000,1.01,262,123118,11.18,11.88,738754,50.4,1,0,1,0,3.7,-0.5,693,1154
NTO,2015-05,10000,5000,1.01,243,122831,11.18,11.88,738754,50.4,1,0,1,0,3.7,-0.5,827,1151
NTO,2015-06,10000,5000,1.01,298,122653,11.18,11.88,738754,50.4,1,0,1,0,3.7,-0.5,773,1103
NTO,2015-07,10000,5000,1.01,297,122459,11.18,11.88,738754,50.4,1,0,1,0,3.9,-0.3,857,1151
NTO,2015-08,10000,5000,1.01,289,122322,11.18,11.88,738754,50.4,1,0,1,0,3.9,-0.3,859,1165
NTO,2015-09,10000,5000,1.01,292,122068,11.18,11.88,738754,50.4,1,0,1,0,3.9,-0.3,636,1041
NTO,2015-10,10000,5000,1.01,350,121938,11.18,11.88,738754,50.4,1,0,1,0,3.9,-0.3,610,757
NTO,2015-11,10000,5000,1.01,365,121821,11.18,11.88,738754,50.4,1,0,1,0,3.9,-0.3,617,789
NTO,2015-12,10000,5000,1.01,312,121659,11.18,11.88,738754,50.4,1,0,1,0,3.9,-0.3,607,731
NTO,2016-01,10000,5000,1.06,277,121505,11.27,11.96,775270,51.1,1,0,1,0,3.9,-0.3,670,887
NTO,2016-02,10000,5000,1.06,270,121257,11.27,11.96,775270,51.1,1,0,1,0,3.9,-0.3,584,962
NTO,2016-03,10000,5000,1.06,351,121033,11.27,11.96,775270,51.1,1,0,1,0,3.9,-0.3,858,1044
NTO,2016-04,10000,5000,1.06,267,120845,11.27,11.96,775270,51.1,1,0,1,0,3.9,-0.3,733,870
NTO,2016-05,10000,5000,1.06,298,120632,11.27,11.96,775270,51.1,1,0,1,0,3.9,-0.3,769,1077
NTO,2016-06,10000,5000,1.06,261,120535,11.27,11.96,775270,51.1,1,0,1,0,3.9,-0.3,806,905
NTO,2016-07,10000,5000,1.06,303,120365,11.27,11.96,775270,51.1,1,0,0,1,3.9,-0.3,764,971
NTO,2016-08,10000,5000,1.06,303,120135,11.27,11.96,775270,51.1,1,0,0,1,3.9,-0.3,822,1131
NTO,2016-09,10000,5000,1.06,268,119963,11.27,11.96,775270,51.1,1,0,0,1,3.9,-0.3,632,988
NTO,2016-10,10000,5000,1.06,341,119691,11.27,11.96,775270,51.1,1,0,0,1,3.9,-0.3,539,894
NTO,2016-11,10000,5000,1.06,342,119411,11.27,11.96,775270,51.1,1,0,0,1,3.9,-0.3,594,860
NTO,2016-12,10000,5000,1.06,349,119173,11.27,11.96,775270,51.1,1,0,0,1,3.9,-0.3,686,807
NTO,2017-01,10000,5000,1,253,119006,11.36,12.04,758388,52.4,1,0,0,1,3.7,-0.5,539,773
NTO,2017-02,10000,5000,1,259,118798,11.36,12.04,758388,52.4,1,0,0,1,3.7,-0.5,776,871
NTO,2017-03,10000,5000,1,326,118541,11.36,12.04,758388,52.4,1,0,0,1,3.7,-0.5,820,1075
NTO,2017-04,10000,5000,1,257,118409,11.36,12.04,758388,52.4,1,0,1,0,3.7,-0.5,635,790
NTO,2017-05,10000,5000,1,273,118206,11.36,12.04,758388,52.4,1,0,1,0,3.7,-0.5,792,940
NTO,2017-06,10000,5000,1,280,118106,11.36,12.04,758388,52.4,1,0,1,0,3.7,-0.5,765,941
NTO,2017-07,10000,5000,1,263,117958,11.36,12.04,758388,52.4,1,0,1,0,3.8,-0.4,731,919
NTO,2017-08,10000,5000,1,290,117709,11.36,12.04,758388,52.4,1,0,0,1,3.8,-0.4,834,1136
NTO,2017-09,10000,5000,1,262,117566,11.36,12.04,758388,52.4,1,0,0,1,3.8,-0.4,650,913
NTO,2017-10,10000,5000,1,286,117394,11.36,12.04,758388,52.4,1,0,0,1,3.8,-0.4,561,802
NTO,2017-11,10000,5000,1,299,117238,11.36,12.04,758388,52.4,1,0,0,1,3.8,-0.4,625,778
NTO,2017-12,10000,5000,1,288,116971,11.36,12.04,758388,52.4,1,0,1,0,3.8,-0.4,610,890
NTO,2018-01,10000,5000,0.99,324,116761,11.44,12.12,817442,51.9,1,0,1,0,3.6,-0.6,733,938
NTO,2018-02,10000,5000,0.99,255,116564,11.44,12.12,817442,51.9,1,0,0,1,3.6,-0.6,620,742
NTO,2018-03,10000,5000,0.99,303,116308,11.44,12.12,817442,51.9,1,0,0,1,3.6,-0.6,1031,1180
NTO,2018-04,10000,5000,0.99,250,116144,11.44,12.12,817442,51.9,1,0,0,1,3.6,-0.6,844,884
NTO,2018-05,10000,5000,0.99,251,115932,11.44,12.12,817442,51.9,1,0,0,1,3.6,-0.6,973,1172
NTO,2018-06,10000,5000,0.99,232,115742,11.44,12.12,817442,51.9,1,0,1,0,3.6,-0.6,741,921
NTO,2018-07,10000,5000,0.99,259,115591,11.44,12.12,817442,51.9,1,0,0,1,3.7,-0.5,834,1009
NTO,2018-08,10000,5000,0.99,253,115336,11.44,12.12,817442,51.9,1,0,0,1,3.7,-0.5,783,1018
NTO,2018-09,10000,5000,0.99,242,115089,11.44,12.12,817442,51.9,1,0,1,0,3.7,-0.5,623,808
NTO,2018-10,10000,5000,0.99,324,114853,11.44,12.12,817442,51.9,1,0,1,0,3.7,-0.5,547,732
NTO,2018-11,10000,5000,0.99,263,114616,11.44,12.12,817442,51.9,1,0,1,0,3.7,-0.5,511,773
NTO,2018-12,10000,5000,0.99,276,114255,11.44,12.12,817442,51.9,1,0,1,0,3.7,-0.5,752,1156
NTO,2019-01,10000,5000,0.98,294,113977,11.54,12.2,794051,53.3,1,0,1,0,3.7,-0.5,878,1153
NTO,2019-02,10000,5000,0.98,221,113794,11.54,12.2,794051,53.3,1,0,1,0,3.7,-0.5,687,724
NTO,2019-03,10000,5000,0.98,282,113566,11.54,12.2,794051,53.3,1,0,1,0,3.7,-0.5,784,890
NTO,2019-04,10000,5000,0.98,247,113413,11.54,12.2,794051,53.3,1,0,1,0,3.7,-0.5,805,891
NTO,2019-05,10000,5000,0.98,225,113207,11.54,12.2,794051,53.3,1,0,1,0,3.7,-0.5,832,965
NTO,2019-06,10000,5000,0.98,242,113030,11.54,12.2,794051,53.3,1,0,1,0,3.7,-0.5,733,826
