,Series Name,MP,MP_plus,TFR,Number of births,Number of women of childbearing age,EF,EM,Disposable income,"LFP, female (%)",DI_low,DI_high,recession,boom,unemployment rate,un_ave,move_in,move_out
TPH,2018-01,20000,0,0.98,2712,1026305,12.43,13.05,1069349,51.5,0,1,1,0,3.7,-0.5,6942,7415
TPH,2018-02,20000,0,0.98,2075,1024739,12.43,13.05,1069349,51.5,0,1,0,1,3.7,-0.5,5666,5485
TPH,2018-03,20000,0,0.98,2704,1023027,12.43,13.05,1069349,51.5,0,1,0,1,3.7,-0.5,9662,10224
TPH,2018-04,20000,0,0.98,2150,1021851,12.43,13.05,1069349,51.5,0,1,0,1,3.7,-0.5,7645,8133
TPH,2018-05,20000,0,0.98,2536,1020732,12.43,13.05,1069349,51.5,0,1,0,1,3.7,-0.5,11075,10112
TPH,2018-06,20000,0,0.98,2251,1019586,12.43,13.05,1069349,51.5,0,1,1,0,3.7,-0.5,7512,7355
TPH,2018-07,20000,0,0.98,2329,1018701,12.43,13.05,1069349,51.5,0,1,0,1,3.8,-0.4,9207,8390
TPH,2018-08,20000,0,0.98,2426,1017528,12.43,13.05,1069349,51.5,0,1,0,1,3.8,-0.4,9247,7847
TPH,2018-09,20000,0,0.98,2158,1016452,12.43,13.05,1069349,51.5,0,1,1,0,3.8,-0.4,7517,6395
TPH,2018-10,20000,0,0.98,2606,1014847,12.43,13.05,1069349,51.5,0,1,1,0,3.8,-0.4,5790,5425
TPH,2018-11,20000,0,0.98,2534,1013554,12.43,13.05,1069349,51.5,0,1,1,0,3.8,-0.4,6226,5378
TPH,2018-12,20000,0,0.98,2446,1012562,12.43,13.05,1069349,51.5,0,1,1,0,3.8,-0.4,8690,7504
TPH,2019-01,20000,0,0.97,2727,1011381,12.51,13.13,1102332,51.6,0,1,1,0,3.8,-0.4,8622,7558
TPH,2019-02,20000,0,0.97,1990,1010199,12.51,13.13,1102332,51.6,0,1,1,0,3.8,-0.4,7041,5849
TPH,2019-03,20000,0,0.97,2358,1008639,12.51,13.13,1102332,51.6,0,1,1,0,3.8,-0.4,8460,7781
TPH,2019-04,20000,0,0.97,2240,1007693,12.51,13.13,1102332,51.6,0,1,1,0,3.8,-0.4,8502,7368
TPH,2019-05,20000,0,0.97,2370,1007153,12.51,13.13,1102332,51.6,0,1,1,0,3.8,-0.4,11096,8067
TPH,2019-06,20000,0,0.97,2053,1006393,12.51,13.13,1102332,51.6,0,1,1,0,3.8,-0.4,7826,6691
TPH,2019-07,20000,0,0.97,2385,1006263,12.51,13.13,1102332,51.6,0,1,1,0,3.8,-0.4,11265,8355
TPH,2019-08,20000,0,0.97,2223,1005561,12.51,13.13,1102332,51.6,0,1,1,0,3.8,-0.4,10389,7677
TPH,2019-09,20000,0,0.97,2151,1004851,12.51,13.13,1102332,51.6,0,1,1,0,3.8,-0.4,9625,7176
TPH,2019-10,20000,0,0.97,2686,1003641,12.51,13.13,1102332,51.6,0,1,1,0,3.8,-0.4,7017,5906
TPH,2019-11,20000,0,0.97,2420,1002383,12.51,13.13,1102332,51.6,0,1,0,1,3.8,-0.4,6434,5029
TPH,2019-12,20000,0,0.97,2784,1001439,12.51,13.13,1102332,51.6,0,1,0,1,3.8,-0.4,6383,4945
TPE,1999-01,0,0,1.41,2383,786658,10.62,11.52,1208578,47.4,0,1,1,0,2.8,-1.4,9043,9786
TPE,1999-02,0,0,1.41,2180,786550,10.62,11.52,1208578,47.4,0,1,1,0,2.8,-1.4,7628,8876
TPE,1999-03,0,0,1.41,3023,786604,10.62,11.52,1208578,47.4,0,1,1,0,2.8,-1.4,10481,11568
TPE,1999-04,0,0,1.41,2711,786586,10.62,11.52,1208578,47.4,0,1,1,0,2.8,-1.4,8427,9532
TPE,1999-05,0,0,1.41,2662,786523,10.62,11.52,1208578,47.4,0,1,1,0,2.8,-1.4,8464,10297
TPE,1999-06,0,0,1.41,2661,786615,10.62,11.52,1208578,47.4,0,1,0,1,2.8,-1.4,9518,10872
TPE,1999-07,0,0,1.41,2683,786614,10.62,11.52,1208578,47.4,0,1,0,1,2.9,-1.3,8791,10536
TPE,1999-08,0,0,1.41,2658,786272,10.62,11.52,1208578,47.4,0,1,0,1,2.9,-1.3,9587,11984
TPE,1999-09,0,0,1.41,2604,785998,10.62,11.52,1208578,47.4,0,1,1,0,2.9,-1.3,7451,9212
TPE,1999-10,0,0,1.41,2743,785984,10.62,11.52,1208578,47.4,0,1,0,1,2.9,-1.3,7309,8613
TPE,1999-11,0,0,1.41,2821,786480,10.62,11.52,1208578,47.4,0,1,0,1,2.9,-1.3,6627,6717
TPE,1999-12,0,0,1.41,2683,786910,10.62,11.52,1208578,47.4,0,1,0,1,2.9,-1.3,7447,7781
TPE,2000-01,0,0,1.51,2647,787514,10.87,11.77,1237777,47.8,0,1,0,1,2.5,-1.7,7376,7084
TPE,2000-02,0,0,1.51,2431,788186,10.87,11.77,1237777,47.8,0,1,0,1,2.5,-1.7,7601,7289
TPE,2000-03,0,0,1.51,2977,788563,10.87,11.77,1237777,47.8,0,1,0,1,2.5,-1.7,7967,8686
TPE,2000-04,0,0,1.51,2482,788630,10.87,11.77,1237777,47.8,0,1,0,1,2.5,-1.7,7843,8471
TPE,2000-05,0,0,1.51,2847,788601,10.87,11.77,1237777,47.8,0,1,0,1,2.5,-1.7,9345,10189
TPE,2000-06,0,0,1.51,2519,788531,10.87,11.77,1237777,47.8,0,1,0,1,2.5,-1.7,9686,10992
TPE,2000-07,0,0,1.51,2779,788788,10.87,11.77,1237777,47.8,0,1,0,1,2.9,-1.3,8502,9409
TPE,2000-08,0,0,1.51,2697,788362,10.87,11.77,1237777,47.8,0,1,0,1,2.9,-1.3,8388,10435
TPE,2000-09,0,0,1.51,2887,791174,10.87,11.77,1237777,47.8,0,1,0,1,2.9,-1.3,7741,9530
TPE,2000-10,0,0,1.51,3034,790201,10.87,11.77,1237777,47.8,0,1,0,1,2.9,-1.3,6832,8237
TPE,2000-11,0,0,1.51,3098,789380,10.87,11.77,1237777,47.8,0,1,1,0,2.9,-1.3,6338,7643
TPE,2000-12,0,0,1.51,3280,788448,10.87,11.77,1237777,47.8,0,1,1,0,2.9,-1.3,7211,9464
TPE,2001-01,0,0,1.21,2509,787751,11.1,12,1217932,47.2,0,1,1,0,3.4,-0.8,6220,6905
TPE,2001-02,0,0,1.21,2313,786171,11.1,12,1217932,47.2,0,1,1,0,3.4,-0.8,7734,8798
TPE,2001-03,0,0,1.21,2440,784738,11.1,12,1217932,47.2,0,1,1,0,3.4,-0.8,7998,9651
TPE,2001-04,0,0,1.21,2246,783683,11.1,12,1217932,47.2,0,1,1,0,3.4,-0.8,6998,8628
TPE,2001-05,0,0,1.21,2314,782534,11.1,12,1217932,47.2,0,1,1,0,3.4,-0.8,7774,10107
TPE,2001-06,0,0,1.21,2102,781704,11.1,12,1217932,47.2,0,1,1,0,3.4,-0.8,8368,10069
TPE,2001-07,0,0,1.21,2088,780750,11.1,12,1217932,47.2,0,1,1,0,4.5,0.3,7609,9757
TPE,2001-08,0,0,1.21,2280,779087,11.1,12,1217932,47.2,0,1,1,0,4.5,0.3,8912,12101
TPE,2001-09,0,0,1.21,1818,777487,11.1,12,1217932,47.2,0,1,1,0,4.5,0.3,4628,6216
TPE,2001-10,0,0,1.21,2436,776337,11.1,12,1217932,47.2,0,1,1,0,4.5,0.3,5586,6633
TPE,2001-11,0,0,1.21,2250,775343,11.1,12,1217932,47.2,0,1,1,0,4.5,0.3,4840,5515
TPE,2001-12,0,0,1.21,2202,773897,11.1,12,1217932,47.2,0,1,1,0,4.5,0.3,8361,10405
TPE,2002-01,0,0,1.17,2158,772363,11.3,12.18,1232387,48,0,1,1,0,4.4,0.2,7933,9709
TPE,2002-02,0,0,1.17,1787,771322,11.3,12.18,1232387,48,0,1,1,0,4.4,0.2,7251,8251
TPE,2002-03,0,0,1.17,2138,770524,11.3,12.18,1232387,48,0,1,1,0,4.4,0.2,8715,8315
TPE,2002-04,0,0,1.17,2187,770324,11.3,12.18,1232387,48,0,1,0,1,4.4,0.2,8595,8169
TPE,2002-05,0,0,1.17,2148,769548,11.3,12.18,1232387,48,0,1,0,1,4.4,0.2,9144,9386
TPE,2002-06,0,0,1.17,1887,770335,11.3,12.18,1232387,48,0,1,0,1,4.4,0.2,10595,9189
TPE,2002-07,0,0,1.17,2226,771098,11.3,12.18,1232387,48,0,1,0,1,4.8,0.6,11811,9957
TPE,2002-08,0,0,1.17,1988,770169,11.3,12.18,1232387,48,0,1,0,1,4.8,0.6,9511,9829
TPE,2002-09,0,0,1.17,2066,768947,11.3,12.18,1232387,48,0,1,0,1,4.8,0.6,7036,7445
TPE,2002-10,0,0,1.17,2397,768531,11.3,12.18,1232387,48,0,1,0,1,4.8,0.6,6803,5533
TPE,2002-11,0,0,1.17,2248,768286,11.3,12.18,1232387,48,0,1,0,1,4.8,0.6,6160,4540
TPE,2002-12,0,0,1.17,2417,767211,11.3,12.18,1232387,48,0,1,0,1,4.8,0.6,7333,8557
TPE,2003-01,0,0,1.09,2015,765448,11.94,12.79,1232396,47.8,0,1,1,0,4.6,0.4,6817,8789
TPE,2003-02,0,0,1.09,1911,764111,11.94,12.79,1232396,47.8,0,1,1,0,4.6,0.4,6426,7774
TPE,2003-03,0,0,1.09,2035,762791,11.94,12.79,1232396,47.8,0,1,1,0,4.6,0.4,7235,8258
TPE,2003-04,0,0,1.09,1942,761965,11.94,12.79,1232396,47.8,0,1,1,0,4.6,0.4,7319,8324
TPE,2003-05,0,0,1.09,1822,760869,11.94,12.79,1232396,47.8,0,1,1,0,4.6,0.4,6600,9262
TPE,2003-06,0,0,1.09,1742,760123,11.94,12.79,1232396,47.8,0,1,1,0,4.6,0.4,7496,9295
TPE,2003-07,0,0,1.09,1920,759341,11.94,12.79,1232396,47.8,0,1,0,1,4.5,0.3,8245,9560
TPE,2003-08,0,0,1.09,1779,758172,11.94,12.79,1232396,47.8,0,1,0,1,4.5,0.3,7824,9332
TPE,2003-09,0,0,1.09,1957,756590,11.94,12.79,1232396,47.8,0,1,0,1,4.5,0.3,7717,9219
TPE,2003-10,0,0,1.09,2062,755985,11.94,12.79,1232396,47.8,0,1,0,1,4.5,0.3,6512,7164
TPE,2003-11,0,0,1.09,1814,755323,11.94,12.79,1232396,47.8,0,1,0,1,4.5,0.3,5772,6369
TPE,2003-12,0,0,1.09,2312,754699,11.94,12.79,1232396,47.8,0,1,0,1,4.5,0.3,7163,8043
TPE,2004-01,0,0,1.04,1600,754419,12.05,12.89,1225096,48.3,0,1,0,1,4.1,-0.1,5684,5887
TPE,2004-02,0,0,1.04,1715,753614,12.05,12.89,1225096,48.3,0,1,0,1,4.1,-0.1,6849,7399
TPE,2004-03,0,0,1.04,1914,752160,12.05,12.89,1225096,48.3,0,1,0,1,4.1,-0.1,6464,7145
TPE,2004-04,0,0,1.04,1814,751320,12.05,12.89,1225096,48.3,0,1,0,1,4.1,-0.1,7982,9094
TPE,2004-05,0,0,1.04,1716,750680,12.05,12.89,1225096,48.3,0,1,0,1,4.1,-0.1,7915,8749
TPE,2004-06,0,0,1.04,1684,750226,12.05,12.89,1225096,48.3,0,1,0,1,4.1,-0.1,8420,9312
TPE,2004-07,0,0,1.04,1727,749619,12.05,12.89,1225096,48.3,0,1,0,1,4.2,0,7896,8844
TPE,2004-08,0,0,1.04,1833,748849,12.05,12.89,1225096,48.3,0,1,0,1,4.2,0,8260,9454
TPE,2004-09,0,0,1.04,1909,747189,12.05,12.89,1225096,48.3,0,1,0,1,4.2,0,6846,8691
TPE,2004-10,0,0,1.04,1984,746402,12.05,12.89,1225096,48.3,0,1,0,1,4.2,0,5175,5690
TPE,2004-11,0,0,1.04,2153,745506,12.05,12.89,1225096,48.3,0,1,0,1,4.2,0,5278,5695
TPE,2004-12,0,0,1.04,2105,744547,12.05,12.89,1225096,48.3,0,1,0,1,4.2,0,6494,7788
TPE,2005-01,0,0,0.99,1714,743470,12.17,13,1236014,48,0,1,0,1,3.9,-0.3,6498,7626
TPE,2005-02,0,0,0.99,1452,742397,12.17,13,1236014,48,0,1,0,1,3.9,-0.3,4884,5910
TPE,2005-03,0,0,0.99,1945,740722,12.17,13,1236014,48,0,1,1,0,3.9,-0.3,7458,8743
TPE,2005-04,0,0,0.99,1619,740142,12.17,13,1236014,48,0,1,1,0,3.9,-0.3,7067,7755
TPE,2005-05,0,0,0.99,1847,739479,12.17,13,1236014,48,0,1,1,0,3.9,-0.3,7582,9296
TPE,2005-06,0,0,0.99,1715,739020,12.17,13,1236014,48,0,1,1,0,3.9,-0.3,8327,9731
TPE,2005-07,0,0,0.99,1678,738565,12.17,13,1236014,48,0,1,1,0,3.9,-0.3,7217,9162
TPE,2005-08,0,0,0.99,1760,739016,12.17,13,1236014,48,0,1,0,1,3.9,-0.3,12259,10489
TPE,2005-09,0,0,0.99,1755,737649,12.17,13,1236014,48,0,1,0,1,3.9,-0.3,7455,9545
TPE,2005-10,0,0,0.99,1767,736608,12.17,13,1236014,48,0,1,0,1,3.9,-0.3,5339,6400
TPE,2005-11,0,0,0.99,1876,735319,12.17,13,1236014,48,0,1,0,1,3.9,-0.3,5216,7075
TPE,2005-12,0,0,0.99,1834,735008,12.17,13,1236014,48,0,1,0,1,3.9,-0.3,7752,7784
TPE,2006-01,0,0,1.02,1699,734195,12.29,13.11,1262406,47.7,0,1,0,1,3.6,-0.6,6610,7266
TPE,2006-02,0,0,1.02,1654,733481,12.29,13.11,1262406,47.7,0,1,0,1,3.6,-0.6,7058,7413
TPE,2006-03,0,0,1.02,1790,732983,12.29,13.11,1262406,47.7,0,1,0,1,3.6,-0.6,8671,7748
TPE,2006-04,0,0,1.02,1612,732873,12.29,13.11,1262406,47.7,0,1,0,1,3.6,-0.6,6943,6279
TPE,2006-05,0,0,1.02,1660,732932,12.29,13.11,1262406,47.7,0,1,0,1,3.6,-0.6,8302,7875
TPE,2006-06,0,0,1.02,1766,733615,12.29,13.11,1262406,47.7,0,1,1,0,3.6,-0.6,10156,8783
TPE,2006-07,0,0,1.02,1653,734026,12.29,13.11,1262406,47.7,0,1,1,0,3.8,-0.4,9025,8446
TPE,2006-08,0,0,1.02,1756,733094,12.29,13.11,1262406,47.7,0,1,1,0,3.8,-0.4,9548,9939
TPE,2006-09,0,0,1.02,1770,731583,12.29,13.11,1262406,47.7,0,1,1,0,3.8,-0.4,7429,8588
TPE,2006-10,0,0,1.02,1936,731432,12.29,13.11,1262406,47.7,0,1,1,0,3.8,-0.4,5948,5935
TPE,2006-11,0,0,1.02,1944,731736,12.29,13.11,1262406,47.7,0,1,1,0,3.8,-0.4,6608,5681
TPE,2006-12,0,0,1.02,1911,731610,12.29,13.11,1262406,47.7,0,1,1,0,3.8,-0.4,9692,11240
TPE,2007-01,0,0,1.02,1852,730479,12.4,13.21,1287803,48.8,0,1,1,0,3.6,-0.6,7120,8978
TPE,2007-02,0,0,1.02,1387,728917,12.4,13.21,1287803,48.8,0,1,1,0,3.6,-0.6,4355,5230
TPE,2007-03,0,0,1.02,1870,727193,12.4,13.21,1287803,48.8,0,1,0,1,3.6,-0.6,7480,8084
TPE,2007-04,0,0,1.02,1653,727066,12.4,13.21,1287803,48.8,0,1,1,0,3.6,-0.6,6602,6707
TPE,2007-05,0,0,1.02,1812,726872,12.4,13.21,1287803,48.8,0,1,1,0,3.6,-0.6,7762,8877
TPE,2007-06,0,0,1.02,1583,726715,12.4,13.21,1287803,48.8,0,1,0,1,3.6,-0.6,7096,7607
TPE,2007-07,0,0,1.02,1732,726642,12.4,13.21,1287803,48.8,0,1,0,1,3.8,-0.4,7414,8575
TPE,2007-08,0,0,1.02,1991,725645,12.4,13.21,1287803,48.8,0,1,0,1,3.8,-0.4,7517,9675
TPE,2007-09,0,0,1.02,1488,724199,12.4,13.21,1287803,48.8,0,1,0,1,3.8,-0.4,6168,8308
TPE,2007-10,0,0,1.02,2005,723540,12.4,13.21,1287803,48.8,0,1,0,1,3.8,-0.4,5129,5829
TPE,2007-11,0,0,1.02,2113,722960,12.4,13.21,1287803,48.8,0,1,0,1,3.8,-0.4,4857,5133
TPE,2007-12,0,0,1.02,2134,722635,12.4,13.21,1287803,48.8,0,1,0,1,3.8,-0.4,4802,5284
TPE,2008-01,0,0,0.98,1886,721895,12.48,13.29,1271060,49.9,0,1,0,1,3.7,-0.5,5453,5824
TPE,2008-02,0,0,0.98,1750,721814,12.48,13.29,1271060,49.9,0,1,0,1,3.7,-0.5,4856,5165
TPE,2008-03,0,0,0.98,1800,721272,12.48,13.29,1271060,49.9,0,1,0,1,3.7,-0.5,5756,6014
TPE,2008-04,0,0,0.98,1643,720430,12.48,13.29,1271060,49.9,0,1,0,1,3.7,-0.5,7093,7955
TPE,2008-05,0,0,0.98,1612,719856,12.48,13.29,1271060,49.9,0,1,1,0,3.7,-0.5,7893,8569
TPE,2008-06,0,0,0.98,1558,719446,12.48,13.29,1271060,49.9,0,1,1,0,3.7,-0.5,7618,8502
TPE,2008-07,0,0,0.98,1644,718537,12.48,13.29,1271060,49.9,0,1,1,0,4.3,0.1,7265,9049
TPE,2008-08,0,0,0.98,1496,716936,12.48,13.29,1271060,49.9,0,1,1,0,4.3,0.1,6576,8941
TPE,2008-09,0,0,0.98,1620,715141,12.48,13.29,1271060,49.9,0,1,1,0,4.3,0.1,7097,9298
TPE,2008-10,0,0,0.98,1882,714148,12.48,13.29,1271060,49.9,0,1,1,0,4.3,0.1,5469,6554
TPE,2008-11,0,0,0.98,2038,713041,12.48,13.29,1271060,49.9,0,1,1,0,4.3,0.1,5286,6791
TPE,2008-12,0,0,0.98,1762,712621,12.48,13.29,1271060,49.9,0,1,1,0,4.3,0.1,6651,7825
TPE,2009-01,0,0,0.94,1369,711618,12.57,13.38,1246310,50.5,0,1,1,0,5.7,1.5,4286,4636
TPE,2009-02,0,0,0.94,1727,710135,12.57,13.38,1246310,50.5,0,1,1,0,5.7,1.5,7163,8122
TPE,2009-03,0,0,0.94,2212,708913,12.57,13.38,1246310,50.5,0,1,1,0,5.7,1.5,6921,7603
TPE,2009-04,0,0,0.94,1080,708083,12.57,13.38,1246310,50.5,0,1,1,0,5.7,1.5,5953,7262
TPE,2009-05,0,0,0.94,1248,707306,12.57,13.38,1246310,50.5,0,1,1,0,5.7,1.5,6121,7001
TPE,2009-06,0,0,0.94,1660,706651,12.57,13.38,1246310,50.5,0,1,1,0,5.7,1.5,7540,8858
TPE,2009-07,0,0,0.94,1756,705651,12.57,13.38,1246310,50.5,0,1,1,0,5.9,1.7,7165,9055
TPE,2009-08,0,0,0.94,1387,704162,12.57,13.38,1246310,50.5,0,1,1,0,5.9,1.7,7205,9939
TPE,2009-09,0,0,0.94,1597,702146,12.57,13.38,1246310,50.5,0,1,1,0,5.9,1.7,6836,9879
TPE,2009-10,0,0,0.94,1745,701459,12.57,13.38,1246310,50.5,0,1,0,1,5.9,1.7,5352,6264
TPE,2009-11,0,0,0.94,1770,700630,12.57,13.38,1246310,50.5,0,1,0,1,5.9,1.7,5142,6124
TPE,2009-12,0,0,0.94,1852,699977,12.57,13.38,1246310,50.5,0,1,0,1,5.9,1.7,6069,7098
TPE,2010-01,0,0,0.9,1673,698826,12.68,13.48,1298640,50.2,0,1,0,1,5.5,1.3,5263,6338
TPE,2010-02,0,0,0.9,1266,697645,12.68,13.48,1298640,50.2,0,1,0,1,5.5,1.3,4740,5631
TPE,2010-03,0,0,0.9,1700,696696,12.68,13.48,1298640,50.2,0,1,0,1,5.5,1.3,8078,8270
TPE,2010-04,0,0,0.9,1395,696175,12.68,13.48,1298640,50.2,0,1,0,1,5.5,1.3,7060,7401
TPE,2010-05,0,0,0.9,1426,696511,12.68,13.48,1298640,50.2,0,1,0,1,5.5,1.3,9400,8411
TPE,2010-06,0,0,0.9,1409,695963,12.68,13.48,1298640,50.2,0,1,0,1,5.5,1.3,8761,10144
TPE,2010-07,0,0,0.9,1382,696782,12.68,13.48,1298640,50.2,0,1,0,1,5,0.8,10537,8190
TPE,2010-08,0,0,0.9,1464,696294,12.68,13.48,1298640,50.2,0,1,0,1,5,0.8,8500,8079
TPE,2010-09,0,0,0.9,1660,697047,12.68,13.48,1298640,50.2,0,1,0,1,5,0.8,11093,7062
TPE,2010-10,0,0,0.9,1545,697920,12.68,13.48,1298640,50.2,0,1,0,1,5,0.8,7342,4138
TPE,2010-11,0,0,0.9,1732,698415,12.68,13.48,1298640,50.2,0,1,0,1,5,0.8,6333,4714
TPE,2010-12,0,0,0.9,1878,699290,12.68,13.48,1298640,50.2,0,1,0,1,5,0.8,10005,7498
TPE,2011-01,20000,0,1.2,1942,700454,12.81,13.6,1251519,50.4,0,1,0,1,4.5,0.3,9798,6315
TPE,2011-02,20000,0,1.2,1550,700494,12.81,13.6,1251519,50.4,0,1,0,1,4.5,0.3,7389,5049
TPE,2011-03,20000,0,1.2,2287,701007,12.81,13.6,1251519,50.4,0,1,0,1,4.5,0.3,10166,7291
TPE,2011-04,20000,0,1.2,1867,701567,12.81,13.6,1251519,50.4,0,1,0,1,4.5,0.3,8109,6443
TPE,2011-05,20000,0,1.2,2093,702172,12.81,13.6,1251519,50.4,0,1,0,1,4.5,0.3,9263,7119
TPE,2011-06,20000,0,1.2,2037,702768,12.81,13.6,1251519,50.4,0,1,0,1,4.5,0.3,9242,7143
TPE,2011-07,20000,0,1.2,1957,703185,12.81,13.6,1251519,50.4,0,1,0,1,4.4,0.2,8726,7586
TPE,2011-08,20000,0,1.2,2137,702810,12.81,13.6,1251519,50.4,0,1,1,0,4.4,0.2,9063,8372
TPE,2011-09,20000,0,1.2,2550,702322,12.81,13.6,1251519,50.4,0,1,1,0,4.4,0.2,9043,8041
TPE,2011-10,20000,0,1.2,1956,702675,12.81,13.6,1251519,50.4,0,1,1,0,4.4,0.2,6761,4854
TPE,2011-11,20000,0,1.2,2346,703282,12.81,13.6,1251519,50.4,0,1,1,0,4.4,0.2,6405,4364
TPE,2011-12,20000,0,1.2,2410,703799,12.81,13.6,1251519,50.4,0,1,1,0,4.4,0.2,6065,4175
TPE,2012-01,20000,0,1.41,1953,703735,12.92,13.71,1278278,49.7,0,1,1,0,4.2,0,5578,4505
TPE,2012-02,20000,0,1.41,2196,703369,12.92,13.71,1278278,49.7,0,1,1,0,4.2,0,8169,6815
TPE,2012-03,20000,0,1.41,2410,703559,12.92,13.71,1278278,49.7,0,1,1,0,4.2,0,8824,6773
TPE,2012-04,20000,0,1.41,2241,703809,12.92,13.71,1278278,49.7,0,1,1,0,4.2,0,7484,6292
TPE,2012-05,20000,0,1.41,2412,704109,12.92,13.71,1278278,49.7,0,1,1,0,4.2,0,9050,7583
TPE,2012-06,20000,0,1.41,2531,704229,12.92,13.71,1278278,49.7,0,1,1,0,4.2,0,7455,6577
TPE,2012-07,20000,0,1.41,2099,704378,12.92,13.71,1278278,49.7,0,1,1,0,4.3,0.1,8332,7910
TPE,2012-08,20000,0,1.41,2524,703981,12.92,13.71,1278278,49.7,0,1,1,0,4.3,0.1,8702,8270
TPE,2012-09,20000,0,1.41,2452,703359,12.92,13.71,1278278,49.7,0,1,1,0,4.3,0.1,7377,7481
TPE,2012-10,20000,0,1.41,2972,703154,12.92,13.71,1278278,49.7,0,1,1,0,4.3,0.1,6473,5621
TPE,2012-11,20000,0,1.41,2812,703311,12.92,13.71,1278278,49.7,0,1,1,0,4.3,0.1,6296,5109
TPE,2012-12,20000,0,1.41,2896,703210,12.92,13.71,1278278,49.7,0,1,1,0,4.3,0.1,6211,5369
TPE,2013-01,20000,0,1.21,2920,702748,13.03,13.81,1279195,50,0,1,1,0,4.2,0,6490,5748
TPE,2013-02,20000,0,1.21,2166,701960,13.03,13.81,1279195,50,0,1,1,0,4.2,0,4911,4218
TPE,2013-03,20000,0,1.21,2274,701432,13.03,13.81,1279195,50,0,1,1,0,4.2,0,7322,6227
TPE,2013-04,20000,0,1.21,2134,701049,13.03,13.81,1279195,50,0,1,1,0,4.2,0,6715,5962
TPE,2013-05,20000,0,1.21,2263,700911,13.03,13.81,1279195,50,0,1,1,0,4.2,0,8475,7937
TPE,2013-06,20000,0,1.21,1935,700778,13.03,13.81,1279195,50,0,1,0,1,4.2,0,6904,6351
TPE,2013-07,20000,0,1.21,2141,700406,13.03,13.81,1279195,50,0,1,1,0,4.2,0,7753,7813
TPE,2013-08,20000,0,1.21,2026,699269,13.03,13.81,1279195,50,0,1,1,0,4.2,0,7135,7808
TPE,2013-09,20000,0,1.21,2009,698248,13.03,13.81,1279195,50,0,1,1,0,4.2,0,7513,8065
TPE,2013-10,20000,0,1.21,2335,697315,13.03,13.81,1279195,50,0,1,1,0,4.2,0,6527,5830
TPE,2013-11,20000,0,1.21,2175,696749,13.03,13.81,1279195,50,0,1,1,0,4.2,0,5934,5229
TPE,2013-12,20000,0,1.21,2332,696717,13.03,13.81,1279195,50,0,1,0,1,4.2,0,6513,5629
TPE,2014-01,20000,0,1.35,2178,696351,13.12,13.89,1292604,50.7,0,1,1,0,4,-0.2,5860,5070
TPE,2014-02,20000,0,1.35,2144,695881,13.12,13.89,1292604,50.7,0,1,0,1,4,-0.2,5551,4764
TPE,2014-03,20000,0,1.35,2366,695482,13.12,13.89,1292604,50.7,0,1,0,1,4,-0.2,7148,6087
TPE,2014-04,20000,0,1.35,2428,695300,13.12,13.89,1292604,50.7,0,1,0,1,4,-0.2,7524,6650
TPE,2014-05,20000,0,1.35,2215,695448,13.12,13.89,1292604,50.7,0,1,0,1,4,-0.2,8379,8368
TPE,2014-06,20000,0,1.35,2212,695569,13.12,13.89,1292604,50.7,0,1,0,1,4,-0.2,7399,6807
TPE,2014-07,20000,0,1.35,2393,695609,13.12,13.89,1292604,50.7,0,1,0,1,4,-0.2,8201,7991
TPE,2014-08,20000,0,1.35,2314,694523,13.12,13.89,1292604,50.7,0,1,0,1,4,-0.2,6448,7293
TPE,2014-09,20000,0,1.35,2516,693842,13.12,13.89,1292604,50.7,0,1,0,1,4,-0.2,6849,7239
TPE,2014-10,20000,0,1.35,2744,693193,13.12,13.89,1292604,50.7,0,1,0,1,4,-0.2,5108,4199
TPE,2014-11,20000,0,1.35,2557,692709,13.12,13.89,1292604,50.7,0,1,0,1,4,-0.2,4043,2862
TPE,2014-12,20000,0,1.35,2957,692444,13.12,13.89,1292604,50.7,0,1,1,0,4,-0.2,8679,8057
TPE,2015-01,20000,0,1.34,2546,692202,13.2,13.96,1314031,50.6,0,1,0,1,3.7,-0.5,6142,5721
TPE,2015-02,20000,0,1.34,2062,691647,13.2,13.96,1314031,50.6,0,1,0,1,3.7,-0.5,4729,4902
TPE,2015-03,20000,0,1.34,2702,691180,13.2,13.96,1314031,50.6,0,1,1,0,3.7,-0.5,7343,7075
TPE,2015-04,20000,0,1.34,2245,690430,13.2,13.96,1314031,50.6,0,1,1,0,3.7,-0.5,6329,6771
TPE,2015-05,20000,0,1.34,2271,690101,13.2,13.96,1314031,50.6,0,1,1,0,3.7,-0.5,6697,7620
TPE,2015-06,20000,0,1.34,2296,689590,13.2,13.96,1314031,50.6,0,1,1,0,3.7,-0.5,5954,6790
TPE,2015-07,20000,0,1.34,2319,688482,13.2,13.96,1314031,50.6,0,1,1,0,3.9,-0.3,6158,8095
TPE,2015-08,20000,0,1.34,2327,687120,13.2,13.96,1314031,50.6,0,1,1,0,3.9,-0.3,5552,7490
TPE,2015-09,20000,0,1.34,2303,685936,13.2,13.96,1314031,50.6,0,1,1,0,3.9,-0.3,5599,7316
TPE,2015-10,20000,0,1.34,2668,685429,13.2,13.96,1314031,50.6,0,1,1,0,3.9,-0.3,5022,5085
TPE,2015-11,20000,0,1.34,2505,685153,13.2,13.96,1314031,50.6,0,1,1,0,3.9,-0.3,4753,4680
